filename,capacity,checked,company,component,country,dt_actual,dt_announce,dt_cancel,dt_operational,finetune,investment_value,jobs,location,phase,reject-phase,share-investment,status,tech
BEL-01210-00771_07_02_00,null,True,Thunder Power,battery_vehicle_assembly,BEL,null,null,null,12-2020,False,null,null,Walloon,initial,False,False,announced,vehicle
DEU-00384-00702_01_03_00,null,True,Samsung,cell_manufacturing,DEU,null,null,null,null,False,null,null,Goed,initial,True,False,announced,battery
DEU-00094-00120_01_03_00,null,True,CATL,cell_manufacturing,DEU,null,null,null,null,False,null,null,Berlin,initial,True,False,announced,battery
BEL-00138-00799_01_02_01,null,True,Umicore,battery_materials,BEL,null,null,null,null,False,null,null,Brussels,first expansion,True,False,actual,battery
PRT-07224-02557_01_00_00,null,True,Endesa,deployment,PRT,null,null,null,null,False,null,null,"""Alto Rabag\xE3o, Vila Real""",initial,True,,announced,battery
GBR-08201-00114_01_03_00,null,True,Britishvolt,cell_manufacturing,GBR,null,06-2022,null,null,False,null,null,Midlands,initial,True,False,announced,battery
DEU-00119-00768_01_03_01,null,True,Tesla,cell_manufacturing,DEU,07-2020,null,null,null,False,4.5 to 6.0 billion USD,null,Brandenburg,first expansion,True,False,actual,battery
ESP-00743-02350_01_02_00,null,True,Lotte,battery_materials,ESP,null,null,null,06-2025,False,null,null,Mont-Roig del Camp,initial,False,False,announced,battery
DEU-00244-00024_01_04_00,null,True,Akasol,module_assembly,DEU,null,null,null,null,False,20 million EUR,null,Darmstadt,initial,True,False,announced,battery
DEU-01111-00120_07_02_01,null,True,CATL,battery_vehicle_assembly,DEU,07-2019,07-2019,null,12-2022,False,1.8 billion EUR,1500,Thuringia,first expansion,True,False,operational,vehicle
AUT-01482-00434_01_04_01,null,True,Kreisel Electric,module_assembly,AUT,09-2022,null,null,null,False,null,null,Rainbach,first expansion,False,False,actual,battery
PRT-02780-02557_04_01_00,null,True,Endesa,green_hydrogen,PRT,null,null,null,null,False,null,null,Lisbon,initial,True,False,announced,hydrogen
ITA-01490-00455_01_05_00,"50,000 to 70,000 tons",True,Li-Cycle,recycling,ITA,null,05-2023,null,null,False,null,null,Sardinia,initial,True,,announced,battery
DEU-00119-00768_07_02_00,null,True,Tesla,battery_vehicle_assembly,DEU,07-2020,null,null,null,False,4.5 to 6.0 billion USD,null,Brandenburg,initial,True,False,actual,vehicle
PRT-01615-00716_01_00_00,15.6 MWh,True,Siemens,deployment,PRT,11-2021,11-2021,null,null,False,null,null,Madeira,initial,True,,actual,battery
SWE-01026-00582_01_03_00,null,True,Northvolt,cell_manufacturing,SWE,null,06-2021,null,null,False,null,null,Skelleftea,initial,True,False,actual,battery
PRT-06958-07926_01_00_00,null,True,Maetel,contractual,PRT,null,null,null,05-2022,False,null,null,Alqueva hydropower dam,initial,False,False,operational,battery
GBR-01574-00239_01_03_00,20 GWh,True,Eve Energy,cell_manufacturing,GBR,null,03-2024,null,null,False,"""\xA31 billion""",null,West Midlands,initial,True,False,announced,battery
SWE-01532-01264_01_03_00,null,True,Rise Research Institutes of Sweden,cell_manufacturing,SWE,null,null,null,null,False,null,null,"""Bor\xE5s""",initial,True,False,actual,battery
DEU-00620-00024_07_02_01,null,True,Akasol,battery_vehicle_assembly,DEU,null,null,null,null,False,null,null,Langen,first expansion,True,False,actual,vehicle
ITA-03951-01647_06_00_00,41.1 MW,True,Falck Renewables,deployment,ITA,05-2021,05-2021,null,null,False,null,null,Foggia,initial,False,False,announced,solar
ITA-02711-02013_01_00_00,null,True,Unknown,deployment,ITA,null,10-2013,null,null,False,null,null,Southern Italy,initial,True,,announced,battery
ESP-01198-00088_01_03_00,null,True,Basquevolt,cell_manufacturing,ESP,06-2022,null,null,06-2025,False,null,800,Vitoria-Gasteiz,initial,False,False,actual,battery
DEU-08912-00768_07_01_00,50 GWh,True,Tesla,EV_component_manufacturing,DEU,null,null,null,null,False,null,null,near Berlin,initial,True,False,announced,vehicle
BEL-00138-02082_04_01_00,null,True,European Clean Hydrogen Alliance,green_hydrogen,BEL,null,09-2020,null,null,False,null,null,Brussels,initial,True,,announced,hydrogen
PRT-07081-01587_03_00_00,null,True,EDP,deployment,PRT,null,null,null,null,False,null,null,"""Alto Rabag\xE3o""",initial,False,False,operational,hydroelectric
SWE-01026-00582_07_02_01,null,True,Northvolt,battery_vehicle_assembly,SWE,null,06-2023,null,null,False,null,null,Skelleftea,first expansion,True,False,actual,vehicle
BEL-01828-01626_01_00_00,null,True,Engie,deployment,BEL,null,null,null,null,False,null,null,Kallo,initial,False,False,announced,battery
ITA-00713-07455_01_00_00,null,True,MBS Consulting - Cerved Group,deployment,ITA,null,null,null,null,False,null,null,Milan,initial,True,False,announced,battery
PRT-00998-00582_01_01_00,"35,000 tonnes",True,Northvolt,materials_refining,PRT,null,12-2021,02-2024,null,False,700 million EUR,null,"""Set\xFAbal""",initial,True,,cancelled,battery
FRA-00113-01424_01_03_00,null,True,ACC,cell_manufacturing,FRA,null,null,null,null,False,null,null,Bordeaux,initial,True,False,announced,battery
DEU-00213-00274_07_01_01,null,True,Ford,EV_component_manufacturing,DEU,null,null,null,null,False,null,3300,Cologne,first expansion,True,False,actual,vehicle
DEU-00057-00134_01_03_01,null,True,"""Centre for Solar Energy and Hydrogen Research Baden-W\xFCrttemberg""",cell_manufacturing,DEU,03-2020,null,null,null,False,null,null,"""Baden-W\xFCrttemberg""",first expansion,True,False,actual,battery
GBR-00225-00239_01_03_00,null,True,Eve Energy,cell_manufacturing,GBR,null,null,null,null,False,null,6000,Coventry,initial,False,False,announced,battery
DEU-00213-00274_01_04_01,null,True,Ford,module_assembly,DEU,null,null,null,null,False,null,null,Cologne,first expansion,True,False,actual,battery
BEL-00366-00846_07_02_00,null,True,Volvo Group,battery_vehicle_assembly,BEL,03-2020,null,null,10-2020,False,null,null,Ghent,initial,False,False,operational,vehicle
DEU-00546-00073_01_03_00,null,True,BASF,cell_manufacturing,DEU,null,null,null,null,False,null,null,Kaiserslautern,initial,True,False,announced,battery
GBR-00809-00114_01_03_01,null,True,Britishvolt,cell_manufacturing,GBR,null,03-2022,null,null,False,null,null,Northumberland,first expansion,True,False,actual,battery
NOR-00032-00540_01_03_00,null,True,Morrow Batteries,cell_manufacturing,NOR,05-2022,null,null,08-2024,False,null,null,Arendal,initial,False,False,operational,battery
ITA-06883-07486_07_01_00,null,True,Sitem Group,EV_component_manufacturing,ITA,null,null,null,null,False,null,null,Trevi,initial,False,False,operational,vehicle
HUN-00384-00702_01_03_01,10 GWh,True,Samsung,cell_manufacturing,HUN,null,08-2023,null,null,False,500 billion won,null,Goed,first expansion,True,False,actual,battery
DEU-01297-00617_07_02_00,null,True,Porsche,battery_vehicle_assembly,DEU,null,09-2018,null,null,False,500 million euros,1200,"Zuffenhausen, Stuttgart",initial,True,False,actual,vehicle
ITA-06728-07337_08_00_00,null,True,Copenhagen Offshore Partners,deployment,ITA,null,06-2023,null,null,True,null,null,Marsala,initial,False,False,announced,wind
FRA-00274-01424_01_03_01,null,True,ACC,cell_manufacturing,FRA,null,null,null,12-2030,False,null,null,Douvrin,first expansion,False,False,announced,battery
DEU-00399-00440_01_03_00,null,True,LG,cell_manufacturing,DEU,null,null,null,null,False,null,null,"""Gr\xFCnheide""",initial,True,False,announced,battery
ITA-06827-02081_01_00_00,null,True,Enel,deployment,ITA,null,null,null,null,True,null,null,Bergamo,initial,False,False,announced,battery
ESP-01281-10501_01_03_00,null,True,Stellantis CATL,cell_manufacturing,ESP,null,null,null,12-2026,False,null,3000,Zaragoza,initial,False,False,announced,battery
ITA-05467-05905_06_00_00,32.6 MW,True,Renantis,deployment,ITA,07-2023,02-2023,null,null,True,null,null,Terzo di Aquileia,initial,False,False,actual,solar
DEU-08912-00768_01_04_00,50 GWh,True,Tesla,module_assembly,DEU,null,null,null,null,False,null,null,near Berlin,initial,True,False,announced,battery
ITA-00167-01671_01_00_00,null,True,General Electric,deployment,ITA,05-2015,null,null,09-2015,False,null,null,Catania,initial,False,False,operational,battery
NOR-01502-00540_01_03_01,null,True,Morrow Batteries,cell_manufacturing,NOR,05-2022,06-2020,null,null,False,100 million EUR,null,Agder,first expansion,True,False,actual,battery
ROU-00351-00069_07_04_00,null,True,Avesta Battery and Energy Engineering,EV_recycling,ROU,null,null,null,null,False,null,null,"""Gala\u021Bi""",initial,True,False,announced,vehicle
GBR-01574-00239_01_04_00,20 GWh,True,Eve Energy,module_assembly,GBR,null,03-2024,null,null,False,"""\xA31 billion""",null,West Midlands,initial,True,False,announced,battery
SWE-01026-00582_01_04_00,null,True,Northvolt,module_assembly,SWE,null,06-2021,null,null,False,null,null,Skelleftea,initial,True,False,actual,battery
ITA-05406-02081_01_00_00,null,True,Enel,deployment,ITA,null,null,null,null,False,null,null,Basilicata,initial,False,False,announced,battery
ESP-07223-02557_08_00_00,null,True,Endesa,deployment,ESP,07-2024,null,null,null,False,null,null,Aldeavieja,initial,False,False,actual,wind
ITA-06128-04455_07_02_00,"25,000 units per model per year",True,Aehra,battery_vehicle_assembly,ITA,null,null,null,null,True,null,540,Mosciano Sant'Angelo,initial,False,False,announced,vehicle
PRT-02780-02557_04_04_00,null,True,Endesa,electrolysers,PRT,null,null,null,null,False,null,null,Lisbon,initial,True,False,announced,hydrogen
ESP-00271-00298_01_03_00,null,True,Fundacion Cidetec,cell_manufacturing,ESP,12-2022,null,null,null,False,null,null,"""Donostia-San Sebasti\xE1n""",initial,False,False,actual,battery
ITA-04511-05858_01_04_00,null,True,Pylontech,module_assembly,ITA,null,null,null,null,False,null,null,Sant'Angelo di Piove di Sacco,initial,True,False,announced,battery
ROU-00351-00069_01_05_01,null,True,Avesta Battery and Energy Engineering,recycling,ROU,null,null,null,null,False,null,null,"""Gala\u021Bi""",first expansion,True,False,announced,battery
GBR-00225-00988_01_03_00,null,True,Coventry Airport,cell_manufacturing,GBR,null,null,null,null,False,null,null,Coventry,initial,True,False,announced,battery
BEL-00366-09151_08_00_00,null,True,Storm,deployment,BEL,null,null,null,null,False,null,null,Ghent,initial,False,False,actual,wind
PRT-04066-05154_01_00_00,null,True,GreenYellow,deployment,PRT,null,null,null,null,False,null,null,Evora,initial,True,False,actual,battery
FRA-00113-01424_01_04_00,null,True,ACC,module_assembly,FRA,null,null,null,null,False,null,null,Bordeaux,initial,True,False,announced,battery
DEU-00213-00274_01_03_01,null,True,Ford,cell_manufacturing,DEU,null,null,null,null,False,null,null,Cologne,first expansion,False,False,actual,battery
DEU-01311-00970_07_02_00,100 MWh,True,Cellforce,battery_vehicle_assembly,DEU,null,null,null,null,False,null,null,near Stuttgart,initial,True,False,actual,vehicle
PRT-07224-02557_06_00_00,42.5 MW,True,Endesa,deployment,PRT,null,04-2022,null,null,False,null,null,"""Alto Rabag\xE3o, Vila Real""",initial,True,,announced,solar
HUN-00249-00658_01_03_00,null,True,Rimac,cell_manufacturing,HUN,null,null,null,null,False,null,null,Debrecen,initial,True,False,announced,battery
DEU-00620-00024_07_01_00,null,True,Akasol,EV_component_manufacturing,DEU,05-2017,null,null,null,False,null,null,Langen,initial,True,False,actual,vehicle
DEU-01150-08707_06_00_00,null,True,"""Eberhard Karls University of T\xFCbingen""",deployment,DEU,null,null,null,null,False,null,null,"""T\xFCbingen""",initial,True,False,announced,solar
GBR-08202-00114_01_03_00,null,True,Britishvolt,cell_manufacturing,GBR,null,04-2022,null,null,False,null,null,North-east England,initial,True,False,announced,battery
BEL-00830-00063_01_00_00,null,True,Aurubis,recycling,BEL,null,null,null,null,False,null,null,Olen,initial,False,False,announced,battery
DEU-00213-00274_07_02_00,null,True,Ford,battery_vehicle_assembly,DEU,02-2021,null,null,06-2024,False,null,3300,Cologne,initial,False,True,operational,vehicle
FRA-01587-00824_01_03_00,16 GWh,True,Verkor,cell_manufacturing,FRA,null,07-2020,null,null,False,1.6 billion euros,null,South of France,initial,True,False,announced,battery
ESP-01198-00088_07_01_00,null,True,Basquevolt,EV_component_manufacturing,ESP,null,null,null,null,False,null,null,Vitoria-Gasteiz,initial,True,False,announced,vehicle
DEU-08912-00768_01_03_00,50 GWh,True,Tesla,cell_manufacturing,DEU,null,null,null,null,False,null,null,near Berlin,initial,True,False,announced,battery
BEL-00366-00846_01_04_01,null,True,Volvo Group,module_assembly,BEL,null,null,null,05-2022,False,null,null,Ghent,first expansion,False,False,actual,battery
HUN-07910-02598_01_00_00,null,True,AEG,deployment,HUN,08-2020,null,null,12-2020,False,null,null,"""B\xE9k\xE9scsaba""",initial,False,False,actual,battery
ITA-03951-01647_01_00_00,null,True,Falck Renewables,deployment,ITA,05-2021,05-2021,null,null,True,null,null,Foggia,initial,False,False,actual,battery
BEL-00138-00799_01_01_00,null,True,Umicore,materials_refining,BEL,null,null,null,null,False,null,null,Brussels,initial,True,False,actual,battery
HUN-00249-08554_01_03_00,null,True,Contemporary Amperex Technology Co. Ltd.,cell_manufacturing,HUN,null,12-2022,null,null,False,"""\u20AC7.34 billion""",null,Debrecen,initial,True,False,announced,battery
LVA-00922-00042_07_02_00,null,True,Anodox Energy Systems,battery_vehicle_assembly,LVA,null,null,null,null,False,null,300,Riga,initial,True,False,announced,vehicle
ROU-00351-00069_01_03_00,null,True,Avesta Battery and Energy Engineering,cell_manufacturing,ROU,null,null,null,06-2026,False,null,8000,"""Gala\u021Bi""",initial,False,False,announced,battery
PRT-07081-02776_06_00_00,null,True,Ciel & Terre,deployment,PRT,null,null,null,null,False,null,null,"""Alto Rabag\xE3o""",initial,True,False,announced,solar
DEU-00942-00695_01_03_00,null,True,SVOLT,cell_manufacturing,DEU,null,null,04-2023,null,False,null,null,Saarland,initial,False,False,cancelled,battery
DEU-00119-00768_07_01_01,null,True,Tesla,EV_component_manufacturing,DEU,07-2020,null,null,null,False,4.5 to 6.0 billion USD,null,Brandenburg,first expansion,True,False,actual,vehicle
PRT-01784-01587_01_00_00,null,True,EDP,deployment,PRT,null,null,null,null,False,null,null,Alqueva,initial,True,False,actual,battery
BEL-00181-00728_01_04_00,null,True,Sonaca,module_assembly,BEL,null,null,null,null,True,null,null,Charleroi,initial,False,False,announced,battery
DEU-00546-00602_01_03_00,24 GWh,True,PSA Group,cell_manufacturing,DEU,null,05-2019,null,null,False,five to six billion euros,2000,Kaiserslautern,initial,True,False,announced,battery
BEL-01622-01420_01_00_00,null,True,TotalEnergies,deployment,BEL,05-2023,null,null,12-2024,False,null,null,Antwerp,initial,False,False,actual,battery
DEU-00244-00024_07_02_01,null,True,Akasol,battery_vehicle_assembly,DEU,null,null,null,null,False,100 million EUR,null,Darmstadt,first expansion,True,False,actual,vehicle
FRA-00770-01424_01_04_01,null,True,ACC,module_assembly,FRA,null,null,null,null,False,null,null,Nersac,first expansion,True,False,actual,battery
FRA-01586-00824_07_02_00,null,True,Verkor,battery_vehicle_assembly,FRA,null,null,null,null,False,null,null,Near Dunkerque,initial,True,False,actual,vehicle
DEU-00755-00702_07_01_00,null,True,Samsung,EV_component_manufacturing,DEU,null,null,null,null,False,null,null,Munich,initial,True,False,announced,vehicle
DEU-01111-00120_01_04_00,null,True,CATL,module_assembly,DEU,07-2019,07-2019,null,null,False,1.8 billion EUR,1500,Thuringia,initial,True,False,actual,battery
DEU-00094-00120_01_04_00,null,True,CATL,module_assembly,DEU,null,null,null,null,False,null,null,Berlin,initial,True,False,announced,battery
NLD-00018-01154_01_00_00,null,True,Kryha,deployment,NLD,null,null,null,null,False,null,null,Amsterdam,initial,True,False,announced,battery
DEU-00244-00024_01_03_00,1 GWh,True,Akasol,cell_manufacturing,DEU,null,null,null,null,False,100 million EUR,null,Darmstadt,initial,True,False,actual,battery
ESP-00947-00832_07_01_00,null,True,Volkswagen,EV_component_manufacturing,ESP,02-2022,null,null,null,False,null,3500,Sagunt,initial,True,False,actual,vehicle
